srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,srcYear,As on Date,YearCode,Year
Gujarat,Patan,Criminal,7081,4050,1778,1551,461,31,0,14952,12993,365,1594,0,6428,103,7500,439,2412,5057,455,872,4120,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Patan,Total,9248,5262,2518,2236,626,34,0,19924,16505,745,2180,494,7751,494,10123,1023,2612,5547,1614,1375,5765,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Sabarkantha at Himmatnagar,Civil,1820,1147,741,716,114,3,0,4541,3402,394,361,384,1026,357,2808,260,161,379,921,538,1930,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Sabarkantha at Himmatnagar,Criminal,10263,4890,2546,2737,190,5,0,20631,18575,523,1533,0,10514,480,8407,1092,4565,4286,810,907,7084,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Sabarkantha at Himmatnagar,Total,12083,6037,3287,3453,304,8,0,25172,21977,917,1894,384,11540,837,11215,1352,4726,4665,1731,1445,9014,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Surendranagar,Civil,4713,1852,662,723,223,56,0,8229,5060,433,672,2064,2623,618,3624,453,365,518,1129,500,2504,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Surendranagar,Criminal,7221,3478,1836,1478,297,32,0,14342,12558,647,1137,0,6022,160,7408,512,3189,4212,334,735,5031,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Surendranagar,Total,11934,5330,2498,2201,520,88,0,22571,17618,1080,1809,2064,8645,778,11032,965,3554,4730,1463,1235,7535,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Vadodara,Civil,11893,6637,4604,4891,2115,416,49,30605,22662,1622,4210,2115,8116,3143,15944,3040,683,1382,4662,3079,12791,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Vadodara,Criminal,35381,14475,8835,6223,2765,742,28,68449,59767,1448,7236,0,37865,1151,26987,1747,20744,26966,1807,6199,20951,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Vadodara,Total,47274,21112,13439,11114,4880,1158,77,99054,82429,3070,11446,2115,45981,4294,42931,4787,21427,28348,6469,9278,33742,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Navsari,Civil,1528,830,556,882,310,9,4,4119,3196,380,332,211,944,151,2548,447,122,218,1329,695,1814,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Navsari,Criminal,4487,1704,1026,966,399,33,1,8616,6979,333,1304,0,3028,287,4882,287,4590,6026,234,795,2606,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Navsari,Total,6015,2534,1582,1848,709,42,5,12735,10175,713,1636,211,3972,438,7430,734,4712,6244,1563,1490,4420,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Narmada,Civil,1164,585,286,310,78,2,1,2426,1919,155,178,174,526,71,1521,245,63,87,775,382,693,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Narmada,Criminal,5025,912,241,161,33,0,0,6372,5558,180,634,0,3037,100,2913,258,1928,1463,141,461,595,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Narmada,Total,6189,1497,527,471,111,2,1,8798,7477,335,812,174,3563,171,4434,503,1991,1550,916,843,1288,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Tapi,Civil,527,240,140,169,32,3,1,1112,856,134,76,46,235,97,663,117,59,34,338,286,416,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Tapi,Criminal,3149,577,268,200,56,4,0,4254,3898,77,279,0,1637,56,2345,197,1428,2535,40,239,815,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Tapi,Total,3676,817,408,369,88,7,1,5366,4754,211,355,46,1872,153,3008,314,1487,2569,378,525,1231,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Valsad,Civil,2385,1505,1046,1777,490,92,1,7296,5884,562,472,378,2322,581,3868,485,163,223,1284,964,3440,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Valsad,Criminal,19924,5965,2738,2008,679,158,2,31474,29609,414,1451,0,18707,189,11846,683,6570,5025,366,869,6259,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Valsad,Total,22309,7470,3784,3785,1169,250,3,38770,35493,976,1923,378,21029,770,15714,1168,6733,5248,1650,1833,9699,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Porbandar,Civil,857,611,456,504,199,8,1,2636,1641,297,333,365,620,149,1572,192,130,124,539,245,1318,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Porbandar,Criminal,2977,1576,790,553,151,48,4,6099,5601,157,341,0,2364,54,3265,392,1220,2301,210,265,2138,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Porbandar,Total,3834,2187,1246,1057,350,56,5,8735,7242,454,674,365,2984,203,4837,584,1350,2425,749,510,3456,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Gir Somnath at Veraval,Civil,2609,1337,847,550,266,35,1,5645,4065,211,205,1164,2481,179,2269,507,298,483,671,284,1486,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Gir Somnath at Veraval,Criminal,6163,2822,1469,1315,626,80,7,12482,10808,152,1522,0,5876,195,5867,414,2159,3630,251,1102,3374,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Gir Somnath at Veraval,Total,8772,4159,2316,1865,892,115,8,18127,14873,363,1727,1164,8357,374,8136,921,2457,4113,922,1386,4860,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Aravalli at Modasa,Civil,1137,559,269,288,64,1,0,2318,1828,153,117,220,506,138,1423,193,96,199,587,344,757,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Aravalli at Modasa,Criminal,6107,2442,957,982,267,25,1,10781,9881,125,775,0,4449,83,5896,260,1966,2784,409,367,3642,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Aravalli at Modasa,Total,7244,3001,1226,1270,331,26,1,13099,11709,278,892,220,4955,221,7319,453,2062,2983,996,711,4399,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,MORBI,Civil,1933,1246,397,917,185,8,0,4686,3018,344,872,452,796,245,1546,243,205,239,773,366,1703,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,MORBI,Criminal,8083,5127,3142,1657,192,30,0,18231,16964,281,986,0,3103,91,2627,413,2757,4454,280,337,7238,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,MORBI,Total,10016,6373,3539,2574,377,38,0,22917,19982,625,1858,452,3899,336,4173,656,2962,4693,1053,703,8941,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Devbhumi Dwarka at Khambhaliya,Civil,911,542,216,211,152,2,4,2038,1356,196,284,202,567,78,1121,243,109,114,495,277,739,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Devbhumi Dwarka at Khambhaliya,Criminal,4030,1103,476,356,182,20,0,6167,4869,128,1170,0,2063,234,3517,277,1614,2155,82,808,1509,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Devbhumi Dwarka at Khambhaliya,Total,4941,1645,692,567,334,22,4,8205,6225,324,1454,202,2630,312,4638,520,1723,2269,577,1085,2248,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Chhota Udepur,Civil,1098,580,318,305,76,5,0,2382,1908,44,199,231,714,135,1176,302,112,214,405,377,564,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Chhota Udepur,Criminal,4583,1594,633,537,83,12,0,7442,6868,45,529,0,3133,60,4043,178,3597,4756,115,284,1322,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Chhota Udepur,Total,5681,2174,951,842,159,17,0,9824,8776,89,728,231,3847,195,5219,480,3709,4970,520,661,1886,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Mahisagar at Lunawada,Civil,1282,336,169,152,65,6,0,2010,1529,27,198,256,756,80,882,244,113,240,337,219,419,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Mahisagar at Lunawada,Criminal,3301,1263,569,473,45,7,0,5658,4782,55,821,0,2483,104,2690,232,1551,2216,189,518,1191,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,Mahisagar at Lunawada,Total,4583,1599,738,625,110,13,0,7668,6311,82,1019,256,3239,184,3572,476,1664,2456,526,737,1610,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,BOTAD,Civil,1562,419,182,165,79,2,0,2409,1157,165,155,932,1150,66,850,122,145,295,331,176,484,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,BOTAD,Criminal,3254,1353,656,433,121,8,0,5825,5217,71,537,0,2122,54,3399,220,1498,2853,55,262,1325,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Gujarat,BOTAD,Total,4816,1772,838,598,200,10,0,8234,6374,236,692,932,3272,120,4249,342,1643,3148,386,438,1809,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Jabalpur,Civil,20317,11050,4634,4870,891,69,8,41839,35047,1017,0,5776,0,4936,7624,29244,382,141,5187,10423,8690,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Jabalpur,Criminal,28069,30619,22897,22420,1265,77,3,105350,94463,812,10075,0,0,1338,47376,56322,2424,2180,1129,6447,42418,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Jabalpur,Total,48386,41669,27531,27290,2156,146,11,147189,129510,1829,10075,5776,0,6274,55000,85566,2806,2321,6316,16870,51108,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Narsinghpur,Civil,1776,523,220,178,37,5,0,2739,2030,226,0,483,0,510,700,1529,26,6,615,608,487,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Narsinghpur,Criminal,8033,5240,2575,743,44,3,0,16638,14684,146,1808,0,0,131,8405,8101,943,710,224,916,3083,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Narsinghpur,Total,9809,5763,2795,921,81,8,0,19377,16714,372,1808,483,0,641,9105,9630,969,716,839,1524,3570,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Hoshangabad,Civil,2596,1263,398,288,60,0,0,4605,3324,454,0,827,0,863,877,2862,34,18,1103,1117,777,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Hoshangabad,Criminal,8643,9284,5217,2242,85,2,0,25473,22587,358,2528,0,0,318,13434,11691,777,505,354,1605,8895,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Hoshangabad,Total,11239,10547,5615,2530,145,2,0,30078,25911,812,2528,827,0,1181,14311,14553,811,523,1457,2722,9672,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Harda,Civil,1187,476,211,243,82,7,2,2208,1625,119,0,464,102,309,428,1357,25,6,587,288,954,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Harda,Criminal,4177,3615,1717,1169,27,0,0,10705,9651,55,999,0,705,91,6584,3272,331,243,131,415,5879,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Harda,Total,5364,4091,1928,1412,109,7,2,12913,11276,174,999,464,807,400,7012,4629,356,249,718,703,6833,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Umaria,Civil,929,604,217,305,60,4,0,2119,1532,187,0,400,0,220,432,1467,10,8,659,477,496,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Umaria,Criminal,2981,3354,1308,1063,38,3,0,8747,7871,178,698,0,0,51,5312,3383,355,312,71,468,2800,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Umaria,Total,3910,3958,1525,1368,98,7,0,10866,9403,365,698,400,0,271,5744,4850,365,320,730,945,3296,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Dindori,Civil,950,578,158,90,3,0,0,1779,1349,205,0,225,0,314,361,1104,13,11,519,538,390,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Dindori,Criminal,3265,3337,2199,1137,3,0,0,9941,9113,31,797,0,0,39,5596,4296,279,187,28,572,5019,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Dindori,Total,4215,3915,2357,1227,6,0,0,11720,10462,236,797,225,0,353,5957,5400,292,198,547,1110,5409,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Panna,Civil,1336,771,281,152,23,3,0,2566,1928,175,0,463,0,416,553,1597,12,3,659,583,867,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Panna,Criminal,5374,5170,2363,382,24,0,0,13313,11933,170,1210,0,0,109,8930,4270,678,548,119,724,5817,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Panna,Total,6710,5941,2644,534,47,3,0,15879,13861,345,1210,463,0,525,9483,5867,690,551,778,1307,6684,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Alirajpur,Civil,863,232,35,32,1,0,0,1163,884,63,0,216,0,69,299,795,8,4,165,282,94,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Alirajpur,Criminal,2538,2505,959,31,0,0,0,6033,5648,57,328,0,0,28,3882,2118,501,384,35,169,1954,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Alirajpur,Total,3401,2737,994,63,1,0,0,7196,6532,120,328,216,0,97,4181,2913,509,388,200,451,2048,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Jhabua,Civil,1874,755,324,216,2,0,0,3171,2246,202,0,723,0,377,740,2053,4,10,505,361,914,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Jhabua,Criminal,6005,4891,2163,526,6,0,0,13591,12722,130,739,0,0,128,8621,4837,779,524,82,414,4596,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Jhabua,Total,7879,5646,2487,742,8,0,0,16762,14968,332,739,723,0,505,9361,6890,783,534,587,775,5510,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Khandwa,Civil,2005,840,338,222,10,0,0,3415,2304,293,0,818,0,544,920,1951,19,18,788,784,575,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Khandwa,Criminal,7688,6316,3529,730,45,0,0,18308,15727,434,2147,0,0,204,10305,7797,655,502,300,1629,6439,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Khandwa,Total,9693,7156,3867,952,55,0,0,21723,18031,727,2147,818,0,748,11225,9748,674,520,1088,2413,7014,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shahdol,Civil,3339,1696,660,596,100,11,2,6404,5177,421,0,806,91,797,1075,4426,40,10,1449,1626,2039,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shahdol,Criminal,6669,8981,4272,2799,149,27,0,22897,19645,323,2929,0,330,291,9323,12899,894,718,266,1927,10667,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shahdol,Total,10008,10677,4932,3395,249,38,2,29301,24822,744,2929,806,421,1088,10398,17325,934,728,1715,3553,12706,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sheopur,Civil,984,328,101,41,2,0,0,1456,1102,126,0,228,0,310,352,794,13,6,405,246,204,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sheopur,Criminal,5034,2356,835,77,3,0,0,8305,7489,155,661,0,0,76,4531,3697,414,312,79,479,2093,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sheopur,Total,6018,2684,936,118,5,0,0,9761,8591,281,661,228,0,386,4883,4491,427,318,484,725,2297,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Datia,Civil,1428,934,270,117,38,1,0,2788,2254,212,0,322,0,380,326,2082,2,1,442,532,788,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Datia,Criminal,4803,6125,1968,1067,24,1,0,13988,12459,179,1350,0,0,113,6198,7676,79,40,118,743,6538,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Datia,Total,6231,7059,2238,1184,62,2,0,16776,14713,391,1350,322,0,493,6524,9758,81,41,560,1275,7326,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Rajgarh,Civil,2502,961,386,261,3,1,0,4114,2774,521,0,819,0,476,823,2814,32,9,856,904,1106,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Rajgarh,Criminal,11271,11954,6690,3075,11,0,0,33001,29116,646,3239,0,0,172,16345,16463,630,479,209,2510,13341,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Rajgarh,Total,13773,12915,7076,3336,14,1,0,37115,31890,1167,3239,819,0,648,17168,19277,662,488,1065,3414,14447,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Morena,Civil,3714,1581,535,534,84,4,0,6452,5077,516,0,859,0,828,1098,4526,77,36,1168,1492,1732,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Morena,Criminal,13571,15259,7885,7024,157,7,1,43904,38807,615,4482,0,0,291,20771,22835,2090,1090,310,2576,23194,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Morena,Total,17285,16840,8420,7558,241,11,1,50356,43884,1131,4482,859,0,1119,21869,27361,2167,1126,1478,4068,24926,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Mandleshwar,Civil,2504,1220,413,194,17,1,0,4349,2855,448,0,1046,0,561,1162,2623,20,36,884,958,1039,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Mandleshwar,Criminal,8408,8310,3624,900,18,1,0,21261,18623,505,2133,0,0,260,12000,8983,1011,943,263,1392,8705,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Mandleshwar,Total,10912,9530,4037,1094,35,2,0,25610,21478,953,2133,1046,0,821,13162,11606,1031,979,1147,2350,9744,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Neemuch,Civil,2168,1412,648,626,20,0,0,4874,3524,409,0,794,0,556,1232,2937,66,26,1354,790,799,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Neemuch,Criminal,5937,5951,3396,2482,28,0,0,17794,14461,350,1822,0,0,130,5612,10890,644,412,336,1131,4447,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Neemuch,Total,8105,7363,4044,3108,48,0,0,22668,17985,759,1822,794,0,686,6844,13827,710,438,1690,1921,5246,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Barwani,Civil,1646,572,228,142,25,1,0,2614,1827,167,0,620,0,263,707,1639,25,14,426,749,602,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Barwani,Criminal,6502,5397,2439,265,21,2,0,14626,13071,175,1380,0,0,133,7418,7067,692,488,118,662,6077,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Barwani,Total,8148,5969,2667,407,46,3,0,17240,14898,342,1380,620,0,396,8125,8706,717,502,544,1411,6679,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shajapur,Civil,3092,1823,734,801,108,4,0,6562,4709,552,0,1301,0,855,1132,3728,51,7,1493,1161,1587,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shajapur,Criminal,8625,10024,4438,2555,99,2,0,25743,22415,396,2932,0,0,127,10460,11765,466,324,330,2073,6995,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shajapur,Total,11717,11847,5172,3356,207,6,0,32305,27124,948,2932,1301,0,982,11592,15493,517,331,1823,3234,8582,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Chhindwara,Civil,5205,3063,1011,637,40,2,0,9958,7611,787,0,1560,0,1633,2043,6282,83,49,2313,2876,3219,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Chhindwara,Criminal,10218,9571,5506,1854,27,5,0,27181,22555,635,3991,0,0,466,14490,12207,1122,810,394,2995,12569,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Chhindwara,Total,15423,12634,6517,2491,67,7,0,37139,30166,1422,3991,1560,0,2099,16533,18489,1205,859,2707,5871,15788,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sidhi,Civil,3412,2421,1179,1385,127,11,3,8538,6852,1011,0,675,0,1764,1542,5232,48,8,3176,1645,3975,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sidhi,Criminal,7084,7851,5344,3124,164,4,0,23571,20984,321,2266,0,0,103,9747,13718,569,404,201,929,11906,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sidhi,Total,10496,10272,6523,4509,291,15,3,32109,27836,1332,2266,675,0,1867,11289,18950,617,412,3377,2574,15881,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Anuppur,Civil,1494,1038,459,315,12,1,0,3319,2693,266,0,360,17,482,946,1873,34,8,943,901,722,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Anuppur,Criminal,3804,4379,1949,1276,41,0,0,11449,9231,297,1921,0,156,292,5183,5684,354,266,119,1392,3847,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Anuppur,Total,5298,5417,2408,1591,53,1,0,14768,11924,563,1921,360,173,774,6129,7557,388,274,1062,2293,4569,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shivpuri,Civil,2421,842,283,139,24,2,0,3711,2611,417,0,683,0,465,957,2286,44,11,764,762,575,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shivpuri,Criminal,12360,12231,3759,495,29,1,0,28875,25902,605,2368,0,0,187,15908,12744,849,573,324,1243,8979,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Shivpuri,Total,14781,13073,4042,634,53,3,0,32586,28513,1022,2368,683,0,652,16865,15030,893,584,1088,2005,9554,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Raisen,Civil,1369,566,162,128,57,3,1,2286,1704,216,0,366,0,293,465,1528,24,20,494,384,356,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Raisen,Criminal,7614,6932,3535,594,31,2,0,18708,16256,487,1965,0,0,140,9935,8621,423,246,135,914,4501,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Raisen,Total,8983,7498,3697,722,88,5,1,20994,17960,703,1965,366,0,433,10400,10149,447,266,629,1298,4857,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sehore,Civil,2561,1022,237,97,11,1,1,3930,2932,372,0,629,109,738,877,2204,64,15,887,869,513,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sehore,Criminal,9100,8296,3109,464,4,1,0,20974,18769,446,1759,0,233,350,9568,10782,682,502,309,1355,5899,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Sehore,Total,11661,9318,3346,561,15,2,1,24904,21701,818,1759,629,342,1088,10445,12986,746,517,1196,2224,6412,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Balaghat,Civil,3011,1576,577,329,33,1,0,5527,4133,717,0,677,0,884,1379,3264,55,69,1205,1669,550,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Balaghat,Criminal,6869,6696,3813,1071,53,8,0,18510,15229,696,2585,0,0,339,10629,7533,799,637,239,1741,3652,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Balaghat,Total,9880,8272,4390,1400,86,9,0,24037,19362,1413,2585,677,0,1223,12008,10797,854,706,1444,3410,4202,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Damoh,Civil,2075,964,271,96,16,1,0,3423,2514,423,0,486,0,450,751,2219,36,19,705,767,693,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Madhya Pradesh,Damoh,Criminal,7194,7739,3188,507,11,0,0,18639,16704,391,1544,0,0,49,8439,10145,894,698,119,843,8016,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
